Trading Name,Code,Last Price,ROE %,Mkt Cap ($M),Tot. Rev ($M),P/E,Yield (%),Sector,GTI Score,1-yr %Rev. Chg.
Jumbo,42R,0.31,-0.2,199.534,115.56,,,Cyclical Consumer Services,66,41.29
Karin Tech,K29,0.34,4.62,71.377,337.065,20.52,644.39,Technology Equipment,75,6.24
Katrina,1A0,0.028,,6.509,,,,Cyclical Consumer Services,61,
Kencana Agri,BNE,0.139,36.69,39.883,177.392,2.91,,Food & Beverages,56,25.51
Keong Hong,5TT,0.27,-34.04,67.918,148.067,,,Industrial & Commercial Services,57,
Keppel Corp,BN4,7.07,7.1,12871.344,6619.718,15.09,4.67,Consumer Goods Conglomerates,110,0.13
Khong Guan,K03,1.28,0.63,33.04,69.686,88.95,1.56,Food & Beverages,53,11.81
Kim Heng,5G2,0.09,5.26,63.9,64.761,22.56,,Energy - Fossil Fuels,63,32.45
Kimly,1D0,0.345,23.07,425.001,317.748,12.41,4.94,Cyclical Consumer Services,61,33.15
KingsmenCreative,5MZ,0.29,1.1,55.536,278.487,47.74,,Industrial & Commercial Services,77,-0.91
Kitchen Culture,5TI,0.08,-29.73,32.836,10.787,,,Retailers,40,-9.6
Koda,BJZ,0.33,11.1,27.46,105.354,3.63,3.03,Cyclical Consumer Products,82,-4
Koh Bros,K75,0.146,2.09,63.948,350.682,10.01,1.37,Industrial & Commercial Services,64,38.82
Koh Eco,5HV,0.036,1.51,101.446,209.374,43.9,0.69,Industrial & Commercial Services,63,15.95
KOP,5I1,0.042,-39.2,46.534,21.51,,,Cyclical Consumer Services,73,83.89
Kori,5VC,0.165,2.23,16.368,20.43,13.85,,Industrial & Commercial Services,79,27.73
Koyo Intl,5OC,0.055,-10.68,10.787,32.505,,,Industrial & Commercial Services,73,29.03
KrisEnergy,SK3,0.03,,45.011,60.273,,,Energy - Fossil Fuels,78,-64.13
KSH,ER0,0.335,7.38,193.71,268.183,7.85,5.88,Industrial & Commercial Services,67,15.45
KTL Global,EB7,0.116,-1425.09,39.518,0.942,,,Cyclical Consumer Services,57,162.59
KTMG,XCF,0.2,21.13,33.936,121.323,8.02,,Cyclical Consumer Products,65,63.36
Leader Env,LS9,0.074,-8.11,116.547,8.958,,,Industrial & Commercial Services,73,39.65
Ley Choon,Q0X,0.018,17.94,28.61,107.17,4.43,,Industrial & Commercial Services,69,
LHN,41O,0.295,27.64,120.639,111.772,2.63,5.42,Real Estate,88,-7.61
LHN Logistics,GIH,0.156,,26.158,,,3.85,Transportation,,
LHT,BEI,0.7,9.28,37.271,36.563,7.25,4.29,Applied Resources,78,9.81
Lian Beng,L03,0.52,6.67,275.475,832.023,5.14,5.77,Industrial & Commercial Services,70,19.84
LifeBrandz,1D3,0.002,-34.71,4.121,0.22,,,Cyclical Consumer Services,24,547.06
Lincotrade,BFT,0.13,-8.49,22.364,0,,,Chemicals,68,
Lion Asiapac,BAZ,0.35,-3.33,24.737,30.706,,,Mineral Resources,46,43.53
Livingstone,PRH,0.075,41.76,30.547,34.544,13.7,1.71,Healthcare Services,48,
LMS Compliance,LMS,0.29,,25.424,,,,Industrial & Commercial Services,,
Lonza,O6Z,79.97,11.94,40719.512,6223,33.46,0.32,Pharmaceuticals & Medical Research,,15.05
Lorenzo Intl,5IE,0.016,-168.79,6.593,27.54,,,Retailers,50,19.1
Low Keng Huat,F1E,0.415,-4.34,306.609,122.468,,4.82,Industrial & Commercial Services,73,-12.17
LS 2 Holdings,ENV,0.181,-0.74,33.3,58.229,18000,,Industrial & Commercial Services,,12.23
Lum Chang,L19,0.37,-4.85,142.461,416.79,,4.73,Industrial & Commercial Services,90,28
Luminor,5UA,0.084,13.21,14.22,6.843,4.38,,Real Estate,70,-0.44
Lung Kee Bermuda,L09,0.73,7.44,1629.727,1991.925,10.14,10.08,Industrial Goods,,-13.33
Luxking,BKK,0.17,1.8,2.149,111.939,5.04,,Chemicals,68,13.14
LY Corp,1H8,0.089,4.22,43.651,69.774,14.92,1.46,Cyclical Consumer Products,73,0.62
Magnus Energy,41S,0.001,50.63,12.627,15.49,,,Energy - Fossil Fuels,59,45.4
Man Oriental USD,M04,1.88,-0.12,2388.337,413.5,,,Cyclical Consumer Services,,117.63
MarcoPolo Marine,5LY,0.043,16.82,161.588,86.095,7.12,,Transportation,60,86.73
Maruwa Yen1k,M12,0,18.96,218118.359,58851,13.79,0.42,Technology Equipment,,15.53
Mary Chia,5OX,0.025,,5.803,10.594,,,Personal & Household Products & Services,55,
Matex Intl,M15,0.024,-64.6,7.481,18.502,,,Chemicals,65,-15.28
MDR Limited,Y3D,0.069,-0.96,62.588,175.908,,6.62,Retailers,,-13.11
Medi Lifestyle,5TN,0.008,,4.791,0.909,,,Healthcare Services,78,362.8
Medinex,OTX,0.21,8.09,27.865,12.673,19.55,7.1,Industrial & Commercial Services,71,9.16
MegaChem,5DS,0.55,14.5,73.315,148.167,8.89,3.64,Chemicals,81,24.37
MeGroup,SJY,0.1,11.12,11.984,115.844,9.1,3.85,Automobiles & Auto Parts,69,88.3
Memiontec Hldgs,TWL,0.22,11.81,145.37,34.925,68.97,0.32,Utilities,54,-25.78
Mencast,5NF,0.054,24.83,24.882,46.684,3.66,,Energy - Fossil Fuels,82,
Mercurius,5RF,0.031,-78.77,44.575,0,,,Real Estate,45,
Mermaid Maritime,DU4,0.079,-4.26,113.032,270.408,,,Energy - Fossil Fuels,62,119.34
Meta Health,5DX,0.02,26.3,11.394,41.553,1.72,,Retailers,69,7.42
Metech Intl,V3M,0.06,-35.07,9.7,5.224,,,Industrial & Commercial Services,79,-66.85
Metis Energy,L02,0.069,8.99,210.049,9.702,23.73,,Utilities,66,21.66
Metro,M01,0.63,1.44,523.876,113.605,23.45,3.17,Retailers,82,12.05
Mewah Intl,MV4,0.3,10.8,442.697,6551.965,4.77,3.25,Food & Beverages,73,21
MFG Integration,M11,0.044,-14.52,11.332,12.173,,,Technology Equipment,71,7.32
Micro-Mechanics,5DD,2.25,30.33,312.822,78.546,19.05,5.33,Technology Equipment,104,1.13
Midas,5EN,0.192,,357.74,,,,Mineral Resources,9,
MindChamps,CNE,0.181,5.18,43.73,63.406,11.82,,Personal & Household Products & Services,77,3.36
Miyoshi,M03,0.017,-20.52,11.551,47.446,,,Technology Equipment,71,8.32
MM2 Asia,1B0,0.042,-17.37,122.787,145.715,,,Cyclical Consumer Services,66,43.42
MoneyMax Fin,5WJ,0.22,21.51,97.295,242.281,4.03,4.32,Retailers,68,9.93
Mooreast,1V3,0.184,,36.26,,,,Mineral Resources,,
MSC,NPW,0.625,22.88,848.4,1367.498,6.21,3.47,Mineral Resources,,29.73
MSM Intl,5QR,0.047,14.92,4.967,27.052,3.53,,Industrial Goods,70,38.16
MTQ,M05,0.225,3.53,50.843,62.086,24.97,2.13,Energy - Fossil Fuels,73,29.49
Multi-Chem,AWZ,1.7,17.93,152.261,606.964,6.61,7.99,Technology Equipment,86,9.92
Mun Siong Engg,MF6,0.043,-0.36,25.007,74.649,,0.93,Industrial & Commercial Services,80,34.76
Murata Yen1k,PJX,0,12.32,5124024,1772262,17.47,1.91,Industrial Goods,,-0.94
MYP,F86,0.053,1.94,79.623,16.202,14.37,,Real Estate,67,-3.29
Nam Cheong,N4E,0.004,,31.035,101.687,,,Industrial Goods,61,1.74
Nam Lee Metal,G0I,0.335,6.36,81.654,229.153,7.98,4.48,Cyclical Consumer Products,65,15.33
Nanofilm,MZH,1.32,14.26,882.379,261.358,13.92,1.58,Chemicals,73,10.21
Natural Cool,5IF,0.026,-27.39,6.512,143.337,,5.38,Industrial & Commercial Services,82,0.53
NauticAWT,42D,0.007,-76.29,5.559,0,,,Mineral Resources,54,
NeraTel,N01,0.095,-23.79,34.742,120.668,,,Technology Equipment,82,11.74
Net Pacific Fin,5QY,0.021,-4.56,11.035,0.559,,,Banking & Investment Services,56,
New Silkroutes,BMT,0.075,,15.888,39.08,,,Healthcare Services,60,-29.99
New Toyo,N08,0.21,5.82,92.279,249.439,10.7,8.57,Applied Resources,71,8.43
New Wave,5FX,0.007,6.83,12.092,28.372,10.14,,Mineral Resources,71,35.44
Nico Steel,5GF,0.001,2.26,4.843,26.597,,,Mineral Resources,63,5.27
NIO Inc. USD OV,NIO,9.98,-40.68,17222.4,6315.404,,,Automobiles & Auto Parts,,31.11
Nippecraft,N32,0.098,1.74,33.373,180.219,48.99,,Applied Resources,80,-0.57
No Signboard,1G6,0.031,,14.334,5.451,,,Cyclical Consumer Services,57,-31.03
Nomura Yen1k,N33,1.99,3.91,1747740.625,2121927,14.42,3.52,Banking & Investment Services,,49.84
NoonTalk Media,SEJ,0.167,,33.264,,,,Cyclical Consumer Services,,
Nordic,MR7,0.475,17.97,190,133.656,10.41,3.73,Industrial & Commercial Services,70,37.86
Novo Tellus SPAC,NTA,4.46,,138.343,,,,Holding Companies,,
NSL,N02,0.85,3.07,317.525,308.781,22.12,5.88,Mineral Resources,59,21.85
NutryFarm,AZT,0.085,,11.677,16.746,,,Food & Beverages,43,132.62
OCBC Bank,O39,12.76,9.54,58557.238,7878,11.68,4.32,Banking & Investment Services,111,3.32
Ocean Sky Intl,1B6,0.039,-0.05,16.794,25.023,,,Industrial & Commercial Services,74,-17.28
Oiltek,HQU,0.22,,31.545,50.016,7.98,,Food & Beverages,,62.71
OIO,KUX,0.081,-91.48,15.169,4.634,,,Financial Technology (Fintech) & Infrastructure,68,
OKH Global,S3N,0.025,-41.16,28.216,16.947,,,Industrial & Commercial Services,80,4.66
OKP,5CF,0.167,1.43,51.508,98.564,29.72,4.19,Industrial & Commercial Services,73,19.47
Olam Group,VC2,1.56,,5917.643,,,,Food & Beverages,84,
Old Chang Kee,5ML,0.655,13.25,79.5,82.628,16.11,3.05,Cyclical Consumer Services,77,9.21
Olive Tree,1H2,0.112,-19.69,12.975,1.143,,,Real Estate,88,-79.02
OneApex,5SY,0.19,0.18,16.055,0.929,904.76,,Real Estate,62,-25.57
Ossia Intl,O08,0.111,20.88,28.042,27.525,2.91,8.11,Retailers,55,21.32
OTS Holdings,OTS,0.145,3.8,31.886,34.136,28.44,1.48,Food & Beverages,70,-11.35
OUE,LJ3,1.25,3.69,1083.395,347.437,8.01,1.59,Real Estate,78,-6.37
OUE Lippo HC,5WA,0.028,1.81,124.408,52.595,39.44,,Healthcare Services,84,166.22
Ouhua Energy,AJ2,0.051,12.59,19.53,828.955,3.44,,Energy - Fossil Fuels,53,45.85
Overseas Edu,RQ1,0.26,3.63,107.995,73.562,22.38,5,Academic & Educational Services,87,-3.34
Oxley,5UX,0.142,0.39,609.438,857.877,154.95,1.77,Real Estate,78,-23.76
OxPay Financial,TVV,0.111,65.95,31.446,17.636,6.99,,Industrial & Commercial Services,63,
Pacific Andes,P11,0.022,3.95,179.399,1090.923,,,Food & Beverages,50,-23.8
Pacific Century,P15,0.405,10.75,1098.982,32.341,14.67,8.82,Holding Companies,63,29.18
Pacific Star Dev,1C5,0.043,,21.192,3.673,,,Real Estate,66,10.43
PacificRadiance,RXS,0.04,,18.064,-18.073,0,,Energy - Fossil Fuels,,-424.98
Pan Hong,P36,0.113,-1.81,58.579,10.184,,13.27,Real Estate,80,-88.61
PanUnited,P52,0.405,13.08,280.798,703.971,10.27,4.5,Mineral Resources,89,19.95
Parkson Retail,O9E,0.105,,67.73,213.34,1.53,,Retailers,76,54.87
PEC,IX2,0.6,5.97,153.429,427.982,10.8,4.17,Energy - Fossil Fuels,77,12.81
Pegasus SPAC,PGS,4.7,,143.157,,,,Holding Companies,,
Penguin Intl,BTM,0.65,10.26,143.11,151.951,7.45,3.46,Transportation,95,36.42
Pharmesis Intl,BFK,0.106,-2.87,2.436,9.023,,,Pharmaceuticals & Medical Research,76,-11.83
PlatoCapital,YYN,1.76,-1.56,21.434,0.774,,,Software & IT Services,69,-29.68
PNE Industries,BDA,0.73,4.8,61.259,73.725,17,6.85,Industrial Goods,52,14.05
Polaris,5BI,0.002,-2.6,34.106,70.34,,,Retailers,66,76.5
Pollux Prop,5AE,0.059,3.1,162.809,10.988,26.46,,Real Estate,63,
Powermatic Data,BCY,2.63,12.41,96.396,27.922,11.25,3.8,Technology Equipment,63,6.37
Procurri,BVQ,0.265,6.16,84.11,244.813,22.57,,Software & IT Services,87,-1.63
PropNex,OYY,1.65,58.01,617.9,972.795,10.5,7.49,Real Estate,76,11.68
Prudential USD,K6S,10,3.76,35190.508,1489.724,69.39,1.12,Insurance,,-96.64
PSC Corporation,DM0,0.325,7.63,185.574,556.849,7.71,2.31,Applied Resources,70,8.46
Q&M Dental,QC7,0.355,16.09,338.053,186.725,19.84,9.24,Healthcare Services,90,
QAF,Q01,0.86,5.65,494.731,560.826,17.22,5.81,Food & Beverages,78,2.69
Qian Hu,BCV,0.22,2.87,24.976,75.265,17.84,1.36,Food & Beverages,101,-5.92
Quantum Health,V8Y,0.005,,34.465,,,,Healthcare Services,,
Raffles Edu,NR7,0.057,1.43,83.131,105.371,8.12,,Academic & Educational Services,60,
Raffles Infrastructure,LUY,0.035,8.06,2.376,13.433,0.75,,Industrial & Commercial Services,86,620.39
Raffles Medical,BSL,1.46,11.25,2705.043,762.28,25.86,1.25,Healthcare Services,88,13.67
RE&S Hldg,1G1,0.26,29.29,90.27,174.211,7.8,6.86,Cyclical Consumer Services,96,29.02
Reclaims Global,NEX,0.093,8.63,11.397,31.586,4.84,11.49,Industrial & Commercial Services,64,-10.37
Reenova Investment,5EC,0.003,-144.56,19.752,0,,,Banking & Investment Services,66,
Regal Intl,UV1,0.115,-69.17,25.151,18.855,,,Real Estate,49,-20.85
Renaissance United,I11,0.001,-25.27,6.181,79.895,,,Utilities,59,-0.81
Resources Gbl,QSD,1.14,47.73,102.6,140.013,6.02,0.88,Energy - Fossil Fuels,78,45.1
Revez,RCU,0.101,-13.54,18.425,7.804,,,Software & IT Services,61,-8.63
Rex Intl,5WH,0.215,28.58,282.749,241.898,4.39,2.33,Energy - Fossil Fuels,88,68.9
RH PetroGas,T13,0.225,262.76,187.417,132.295,4.54,,Energy - Fossil Fuels,53,
Rich Capital,5G4,0.002,-48.7,14.685,6.084,,,Real Estate,56,
Riverstone,AP4,0.65,,997.561,,,13.96,Healthcare Services,66,
Sakae,5DO,0.107,1.82,15.194,17.178,14.06,4.67,Cyclical Consumer Services,77,-18.78
Samko Timber,E6R,0.019,32.69,45.847,375.072,42.53,,Applied Resources,81,24.56
SamuderaShipping,S56,1.24,79.22,668.321,1054.55,1.91,6.25,Transportation,74,107.83
Samurai 2K,Y8E,0.165,11.6,55.361,33.848,17.64,2.42,Chemicals,69,0.22
Sanli Env,1E3,0.097,8.4,26.06,75.723,11.11,3.87,Industrial & Commercial Services,68,20.92
Sapphire,BRD,0.059,5.36,24.026,27.326,3.67,,Industrial & Commercial Services,64,-70.83
Sarine Tech,U77,0.41,14.46,146.121,76.122,10.41,5.34,Industrial Goods,60,5.13
SATS,S58,2.83,-1.61,3215.734,1411.766,,,Transportation,122,28.46
SBI Offshore,5PL,0.038,-18.55,9.354,0,,,Energy - Fossil Fuels,68,-100
SBS Transit,S61,2.6,8.08,817.086,1402.42,16.41,3.02,Transportation,102,10.55
Secura,43B,0.069,4.86,27.6,40.746,13.24,5.8,Industrial & Commercial Services,72,15.7
Sembcorp Ind,U96,3.68,18.94,6613.927,9260,9.31,1.89,Utilities,110,77.6
Sembcorp Marine,S51,0.134,-19.36,4300.307,2112.992,,,Industrial Goods,97,45.9
Sen Yue,5BS,0.022,-188.16,21.417,55.548,,,Mineral Resources,58,-68.28
Serial System,S69,0.08,3.91,81.496,1222.163,10.74,6.22,Industrial Goods,83,7.6
Seroja Inv,IW5,0.079,-3.99,30.437,0,,,Transportation,70,
Sevens Atelier,5EW,0.078,3.08,16.708,16.1,42.62,,Industrial & Commercial Services,84,5.72
SGX,S68,9.08,35.64,9837.677,1148.878,19.61,3.49,Banking & Investment Services,113,8.72
Shanaya,SES,0.078,,8.799,6.793,,,Industrial & Commercial Services,55,
Shanghai Turbo,AWM,0.062,-23.86,1.891,12.767,,,Industrial Goods,49,15.03
Shangri-La HKD,S07,7.92,-6.79,28899.699,10383.039,,,Cyclical Consumer Services,,17.5
Shen Yao,A78,0.002,-3.33,33.706,79.177,,,Mineral Resources,63,-13.59
Sheng Siong,OV8,1.62,33.16,2450.765,1350.235,18.47,3.83,Food & Drug Retailing,77,0.09
Shenshan,BKV,0.24,3.44,19.142,21.629,3.08,,Food & Beverages,57,3.63
Shopper360,1F0,0.112,5.64,12.847,51.117,12.29,3.13,Cyclical Consumer Services,84,14.13
SIA,C6L,5.81,3.55,17478.18,13204.4,21.75,,Transportation,95,163.65
SIA Engineering,S59,2.4,4.62,2731.603,664.772,36.48,,Transportation,103,37.48
SIIC Environment,BHK,0.199,8.1,509.529,1553.152,3.43,7.58,Utilities,82,11.23
Silverlake Axis,5CP,0.36,18.07,1000.377,224.995,17.76,1.89,Financial Technology (Fintech) & Infrastructure,98,17.64
Sim Leisure,URR,0.27,5.47,43.94,11.958,45,,Cyclical Consumer Services,44,276.05
Sin Heng Mach,BKA,0.445,3.67,52.274,54.647,13.3,2.2,Industrial Goods,75,14.75
Sinarmas Land,A26,0.187,6.28,850.723,1042.541,4.24,0.48,Industrial & Commercial Services,78,6.14
Sincap,5UN,0.005,-2.17,16.319,4.777,,,Energy - Fossil Fuels,39,-92.58
Sing Inv & Fin,S35,1.53,8.25,241.168,75.959,7.36,5.23,Banking & Investment Services,108,
Sing Paincare,FRQ,0.22,15.71,40.415,18.837,10.36,5.33,Healthcare Services,63,71.93
SingaporeKitchen,5WG,0.059,,8.98,,,8.47,Cyclical Consumer Products,75,
SingaporeLandGrp,U06,2.3,7.82,3309.462,578.89,5.53,1.52,Real Estate,87,2.43
SingHoldings,5IC,0.365,3.9,146.363,117.147,12.01,2.74,Real Estate,69,-1.02
SingPost,S08,0.55,1.7,1265.241,1893.069,46.41,2.69,Transportation,111,32.54
SingShipping,S19,0.255,8.18,102.626,60.802,8.6,4,Industrial Goods,81,2.92
Singtel,Z74,2.45,7.85,41286.586,14945.5,19.12,3.76,Telecommunications Services,114,-5.84
Singtel 10,Z77,2.46,,,,,,,,
Sinjia Land,5HH,0.045,-49.05,9.992,0.45,,,Cyclical Consumer Services,61,33.93
Sino Grandness,T4B,0.02,6.2,22.373,570.902,,,Food & Beverages,42,-12.27
SinoCloud,5EK,0.001,-134.52,15.873,2.053,,,Software & IT Services,66,56.27
Sinostar Pec,C9Q,0.18,4.87,115.2,943.029,9.74,3.33,Energy - Fossil Fuels,74,12.81
Sitra,5LE,0.015,,22.25,29.535,,,Applied Resources,65,38.26
SLB Dev,1J0,0.113,11.47,103.169,91.168,4.62,1.77,Real Estate,69,44.17
SMI Vantage,Y45,0.029,-27.3,16.618,0.737,,,Banking & Investment Services,60,
Soilbuild Const,S7P,0.032,-13.09,38.184,271.11,,,Industrial & Commercial Services,80,29.62
Soon Lian,5MD,0.174,27.7,18.792,68.125,1.8,1.72,Mineral Resources,78,68.75
Soup Holdings,5KI,0.089,16.37,26.566,33.569,14.57,2.25,Cyclical Consumer Services,74,12
Southern Arch,A33,0.003,-357.89,82.712,4.25,,,Real Estate,47,34.19
Southern Pkg,BQP,0.28,-0.35,19.672,139.109,,1.61,Applied Resources,70,8.17
SouthernAlliance,QNS,0.59,4.5,286.834,54.582,57.7,0.38,Mineral Resources,65,-53.87
Spackman,40E,0.003,,3.897,,,,Cyclical Consumer Services,63,
Spura Finance,S23,0.79,3.59,125.362,29.55,13.98,2.53,Banking & Investment Services,87,-0.03
Sri Trang Agro,NC2,0.95,11.13,37017.602,113738.055,6.83,11.83,Automobiles & Auto Parts,61,-2.05
Sri Trang Gloves,STG,0.4,9.15,30084.389,26829.357,8.52,22.86,Healthcare Services,,-49.33
ST Engineering,S63,3.59,24.07,11365.883,8311.882,20.58,4.67,Industrial Goods,96,14.85
ST Group Food,DRX,0.147,0.57,36.255,43.568,331.02,2.08,Cyclical Consumer Services,78,4.65
Stamford Land,H07,0.405,-2.63,604.984,148.013,,1.23,Cyclical Consumer Services,86,-5.54
Stamford Tyres,S29,0.184,4.75,43.679,204.458,8.2,8.15,Automobiles & Auto Parts,88,9.71
StarHub,CC3,1.06,11.11,1818.234,2327.3,29.33,6.1,Telecommunications Services,95,13.94
Straco,S85,0.47,-2.46,408.397,28.858,,2.13,Cyclical Consumer Services,70,-36.15
Straits Trading,S20,2.3,40.19,1048.136,621.777,1.52,2.87,Mineral Resources,60,15.2
SunMoonFood,AAJ,0.02,-10.14,15.693,42.097,,,Food & Beverages,67,11.57
Sunpower,5GD,0.375,15.51,298.118,702.789,11.87,0.8,Industrial Goods,61,65.09
Sunright,S71,0.305,-4.91,37.456,100.718,,0.98,Technology Equipment,53,-9.59
Suntar Eco-City,BKZ,0.1,0.18,6.27,1.146,206.25,,Pharmaceuticals & Medical Research,60,-67.85
SUTL Enterprise,BHU,0.535,10.5,47.019,22.753,7.57,3.7,Cyclical Consumer Services,69,22.78
Swiber,BGK,0.109,-4.97,49.287,1141.242,,,Energy - Fossil Fuels,35,24.21
Swing Media Tech,BEV,0.46,4.97,25.154,192.407,,,Cyclical Consumer Services,50,2.19
Sysma,5UO,0.13,11.01,33.93,52.304,4.98,9.94,Industrial & Commercial Services,53,-6.36
TA,PA3,0.074,-21.71,38.337,242.644,,,Real Estate,59,27.03
Taka Jewellery,42L,0.074,5.47,41.282,104.27,6.94,,Retailers,69,7.68
TalkMed,5G3,0.4,30.14,535.635,64.361,20.34,5.93,Healthcare Services,75,6.71
Tat Seng Pkg,T12,0.66,13.03,102.966,366.933,4.41,6.11,Applied Resources,75,4.83
TC Auto,VI2,0.15,,90.131,878.521,4.94,3.46,Automobiles & Auto Parts,54,
TCIL HK$,T15,1.65,4.55,3422.625,12189.908,7.11,4.41,Transportation,,-3.95
TEE Intl,M1Z,0.032,,19.531,30.413,,,Industrial & Commercial Services,34,
Teho Intl,5OQ,0.04,14.68,10.594,57.176,3.75,2.22,Industrial Goods,92,-7.5
TeleChoice Intl,T41,0.085,-7.28,45.442,199.834,,1.25,Technology Equipment,80,-3.19
ThaiBev,Y92,0.66,15.98,16533.307,10674.879,14.01,3.24,Food & Beverages,73,13.23
Thakral,AWI,0.595,8.22,76.092,130.388,6.46,6.72,Real Estate,89,19.75
The Place Hldg,E27,0.014,-6.55,88.21,1.192,,,Holding Companies,42,3.38
TheHourGlass,AGS,2.06,25.38,1473.475,1116.486,8.03,3.83,Retailers,76,20.63
Thomson Medical,A50,0.073,12.7,1956.639,372.326,30.58,1.55,Healthcare Services,72,38.34
TIH,T55,0.23,1.66,55.588,7.939,26.56,4.35,Collective Investments,64,-48.53
Tiong Seng,BFI,0.1,-50.11,45.962,263.328,,2.5,Industrial & Commercial Services,,-15.7
Tiong Woon,BQM,0.475,4.13,109.151,122.588,9.58,0.74,Industrial Goods,86,8.53
TJ DaRenTang USD,T14,1.26,12.86,3078.437,1052.262,7.79,,Pharmaceuticals & Medical Research,59,2.13
Top Glove,BVA,0.23,-1.9,6237.401,4620.76,,56.45,Healthcare Services,,-65.03
Tosei,S2D,9.5,12.45,71662.555,70953.484,8.12,3.46,Real Estate,,14.95
Totm Tech,42F,0.102,-22.54,135.44,11.127,,,Financial Technology (Fintech) & Infrastructure,60,995.18
Travelite,BCZ,0.091,16.32,5.743,39.371,2.17,,Retailers,55,93.43
Trek 2000 Intl,5AB,0.065,-22.3,21.709,31.969,,,Technology Equipment,68,
Trendlines,42T,0.096,-9.84,87.512,3.738,,,Banking & Investment Services,96,
TrickleStar,CYW,0.24,-40.8,19.957,15.649,,0.83,Industrial Goods,74,-1.87
Tritech,5G9,0.023,-27.74,27.175,24.739,,,Industrial & Commercial Services,71,-11.05
Triyards,RC5,0.084,-114.28,26.759,154.313,,,Energy - Fossil Fuels,46,-64.23
TSH,KUH,0.091,-3,4.036,5.981,,,Cyclical Consumer Services,70,20.33
TT Intl,T09,0.014,,14.187,33.265,,,Retailers,37,-13.6
Tuan Sing,T24,0.34,-0.59,436.977,215.347,,1.97,Real Estate,102,-13.48
Tye Soon,BFU,0.365,9.3,31.852,235.881,6.03,2.33,Automobiles & Auto Parts,67,6.53
UGHealthcare,8K7,0.17,17.54,110.417,232.598,2.98,1.81,Healthcare Services,92,-31.27
Uni-Asia Grp,CHJ,0.935,14.53,75.04,92.203,3.1,9.95,Industrial & Commercial Services,87,51.13
Union Gas,1F2,0.475,24.68,150.94,146.294,12.46,2.11,Utilities,77,6.8
Union Steel,BLA,0.69,11,27.171,80.135,3.84,1.45,Mineral Resources,72,3.63
United Food,AZR,0.043,-5.21,8.129,11.502,,,Chemicals,28,507.01
Universal Res,BGO,0.17,-64.96,3.994,0.01,,,Energy - Fossil Fuels,41,-99.94
UnUsUaL,1D1,0.14,-3.51,144.085,9.462,,,Cyclical Consumer Services,78,1283.82
UOA,EH5,0.42,5.28,290.608,237.15,10.38,2.35,Real Estate,,-25.89
UOB,U11,29.86,9.52,51016.039,8829,12.68,3.97,Banking & Investment Services,113,
UOB Kay Hian,U10,1.42,6.42,1252.102,522.53,11.01,6.24,Banking & Investment Services,62,-20.57
UOI,U13,6.52,3.86,399.342,49.434,23.85,2.6,Insurance,93,-1.01
UOL,U14,6.81,5.78,5837.121,2947.675,9.94,2.17,Real Estate,96,30.29
USP Group,BRS,0.095,24.82,8.638,40.607,1.26,,Energy - Fossil Fuels,37,1.69
V2Y Corp,V2Y,0.021,-139.82,7.432,0.603,,,Insurance,81,-62.94
Vallianz,WPC,0.044,6.45,52.084,127.37,14.32,,Transportation,68,112.68
ValueMax,T6I,0.35,14.98,244.477,297.303,5.07,5.37,Retailers,81,-4.93
Valuetronics,BN2,0.55,8.57,237.419,349.225,12.13,4.45,Technology Equipment,89,-6.21
VCPlus,43E,0.008,-71.52,37.831,0.608,,,Mineral Resources,83,2084.55
Venture,V03,18.31,12.91,5407.073,3471.378,15.6,4.05,Technology Equipment,91,12.73
Versalink,40N,0.079,,10.152,,,24,Industrial & Commercial Services,76,
Vertex SPAC,VT1,4.53,,190.555,,,,Holding Companies,,
Vibrant Group,BIP,0.079,4.33,59.326,203.679,5.95,1.76,Transportation,60,11.56
VibroPower,BJD,0.042,,3.14,,,,Utilities,73,
VICOM Ltd,WJP,1.93,21.04,677.225,105.063,26.13,3.43,Industrial & Commercial Services,103,9.7
Vividthree,OMK,0.036,-31.86,13.374,3.5,,,Cyclical Consumer Services,66,19.9
Watches.com Ltd,WVJ,0.011,-33.27,5.86,40.382,,,Retailers,71,84.33
Wee Hur,E3B,0.21,7.68,183.44,232.491,5.6,2.55,Industrial & Commercial Services,54,33.08
Willas-Array,BDR,0.525,7.39,262.866,3422.809,5.07,11,Technology Equipment,71,-6.39
Wilmar Intl,F34,3.98,11.87,25477.861,96130.641,8.21,4.15,Food & Beverages,95,26.11
Wilton Resources,5F7,0.022,,57.844,0.448,26.72,,Mineral Resources,70,
Wing Tai,W05,1.5,3.98,1198.83,468.749,7.94,1.99,Real Estate,97,-10.64
Wong Fong Ind,1A1,0.135,4.26,32.9,65.436,14.89,5.71,Industrial Goods,80,12.43
World Precision,B49,0.33,2.94,131.883,227.941,19.46,7.77,Industrial Goods,59,-10.64
XMH,BQF,0.26,6.38,29.893,96.58,9.46,0.96,Industrial Goods,75,40.47
Y Ventures,1F1,0.021,-86.42,4.936,32.395,,,Software & IT Services,63,
Yamada Green Res,BJV,0.129,0.72,23.514,9.529,57.5,,Food & Beverages,38,-16.92
Yanlord Land,Z25,1.08,9.61,2141.709,6416.835,3.4,6.18,Real Estate,80,17.84
Yeo Hiap Seng,Y03,0.685,-0.09,422.017,349.813,,2.86,Food & Beverages,89,6.42
YHI Intl,BPF,0.52,9,152.98,444.037,5.95,6.92,Automobiles & Auto Parts,67,-4.43
